,word1,word2,SimLex999,SD(SimLex),rank_simlex,w2v_score,rank_w2v
472,chief,mayor,4.85,1.25,473,0.31473594903945923,898
473,man,father,4.83,1.62,474,0.5178164839744568,163
474,argue,prove,4.83,0.62,475,0.6318939328193665,363
475,discover,originate,4.83,1.33,476,0.1835532933473587,901
476,complain,argue,4.8,0.9,477,0.6668779850006104,479
477,gather,attend,4.8,1.97,478,0.4606492519378662,353
478,snow,storm,4.8,0.88,479,0.5213244557380676,113
479,body,spine,4.78,1.22,480,0.43314045667648315,523
480,want,choose,4.78,1.56,481,0.4831826686859131,428
481,reject,avoid,4.78,1.36,482,0.31089189648628235,752
482,fact,insight,4.77,1.11,483,0.12353705614805222,355
483,sheep,cattle,4.77,0.47,484,0.7158714532852173,68
484,become,appear,4.77,1.51,485,0.30382677912712097,831
485,make,become,4.77,0.82,486,0.4740816056728363,933
486,think,inquire,4.77,1.23,487,0.25818413496017456,756
487,sorrow,shame,4.77,1.52,488,0.5210512280464172,765
488,word,literature,4.77,0.59,489,0.3084059953689575,448
489,book,essay,4.72,1.3,490,0.6568390130996704,122
490,man,warrior,4.72,1.03,491,0.42381370067596436,537
491,journey,conquest,4.72,1.12,492,0.33168402314186096,715
492,read,comprehend,4.7,1.75,493,0.36517202854156494,650
493,beach,sea,4.68,1.08,494,0.47592687606811523,332
494,wall,brick,4.68,1.16,495,0.584616482257843,561
495,toe,finger,4.68,0.55,496,0.4894854724407196,357
496,sky,universe,4.68,1.39,497,0.4120418131351471,242
497,understand,listen,4.68,1.66,498,0.5206915140151978,414
498,pretend,seem,4.68,1.63,499,0.5315585732460022,445
499,speak,acknowledge,4.67,1.47,500,0.4649858772754669,470
500,doctor,professor,4.65,1.19,501,0.24473384022712708,850
501,cousin,uncle,4.63,1.84,502,0.7681676745414734,37
502,second,minute,4.62,1.15,503,0.23180624842643738,865
503,room,cell,4.58,1.28,504,0.2838194668292999,795
504,grass,blade,4.57,1.53,505,0.45604532957077026,485
505,actor,singer,4.52,1.26,506,0.6915962100028992,118
506,cheek,tongue,4.52,0.47,507,0.6616338491439819,89
507,god,priest,4.5,1.2,508,0.3579520881175995,669
508,flower,bulb,4.48,1.27,509,0.42365700006484985,538
509,kill,hang,4.45,1.43,510,0.4074403643608093,980
510,body,chest,4.45,1.45,511,0.397323876619339,105
511,effort,difficulty,4.45,1.22,512,0.057284485548734665,592
512,beer,champagne,4.45,1.2,513,0.6748137474060059,568
513,date,calendar,4.42,1.5,514,0.3548249304294586,674
514,leave,ignore,4.42,1.33,515,0.43982112407684326,514
515,achieve,try,4.42,1.14,516,0.21692028641700745,680
516,school,grade,4.42,1.32,517,0.3522355258464813,880
517,breakfast,supper,4.4,1.47,518,0.6977074146270752,84
518,breakfast,bacon,4.37,1.46,519,0.5023947358131409,539
519,take,deliver,4.37,1.16,520,0.5043665170669556,387
520,teacher,rabbi,4.37,1.12,521,0.42363691329956055,395
521,attitude,confidence,4.35,1.22,522,0.333488792181015,711
522,house,barn,4.33,1.6,523,0.6231075525283813,175
523,lens,camera,4.28,1.89,524,0.5359227061271667,429
524,blood,flesh,4.28,1.74,525,0.3406871557235718,364
525,illegal,immoral,4.28,1.57,526,0.5174985527992249,141
526,teacher,helper,4.28,1.65,527,0.406654953956604,324
527,boat,deck,4.28,1.39,528,0.4831157922744751,703
528,hill,cliff,4.28,1.26,529,0.6453709006309509,571
529,pollution,atmosphere,4.25,0.98,530,0.2994127571582794,732
530,flower,bush,4.25,1.66,531,0.32269471883773804,734
531,friend,guest,4.25,1.41,532,0.3232336938381195,774
532,do,happen,4.23,1.02,533,0.5516440272331238,298
533,father,brother,4.2,1.28,534,0.7951301336288452,977
534,argue,rationalize,4.2,1.21,535,0.4060916304588318,24
535,bad,guilty,4.2,1.47,536,0.059188373386859894,573
536,camp,cabin,4.2,1.2,537,0.2261999398469925,871
537,bone,teeth,4.17,1.92,538,0.5529307126998901,509
538,hand,foot,4.17,1.41,539,0.47912144660949707,211
539,learn,evaluate,4.17,0.88,540,0.4325338900089264,296
540,daughter,kid,4.17,1.24,541,0.48871269822120667,525
541,bone,jaw,4.17,0.44,542,0.5989498496055603,417
542,bone,knee,4.17,1.64,543,0.44165563583374023,441
543,college,class,4.13,1.16,544,0.38955214619636536,885
544,agree,please,4.13,1.7,545,0.07486613094806671,607
545,death,catastrophe,4.13,1.46,546,0.21038924157619476,415
546,man,child,4.13,1.34,547,0.4893404245376587,970
547,explain,prove,4.1,1.29,548,0.5963072776794434,761
548,easy,flexible,4.1,1.08,549,0.30567479133605957,618
549,anger,mood,4.1,1.87,550,0.3821609914302826,216
550,verify,justify,4.08,1.11,551,0.5037383437156677,388
551,arm,body,4.05,0.51,552,0.44974780082702637,261
552,apple,lemon,4.05,1.58,553,0.6010688543319702,495
553,milk,juice,4.05,1.46,554,0.5735023617744446,206
554,wealth,fame,4.02,1.1,555,0.2949373722076416,781
555,accomplish,become,4.0,0.85,556,0.3639200031757355,236
556,go,enter,4.0,1.43,557,0.5884221792221069,26
557,letter,paragraph,4.0,1.12,558,0.38194775581359863,619
558,weekend,week,4.0,1.57,559,0.7906507849693298,654
559,succeed,try,3.98,1.35,560,0.32446083426475525,729
560,bold,proud,3.97,1.36,561,0.16878943145275116,909
561,song,story,3.97,1.27,562,0.4905131757259369,449
562,hand,wrist,3.97,1.32,563,0.4667486846446991,411
563,logic,arithmetic,3.97,1.81,564,0.4735030233860016,467
564,job,management,3.97,1.33,565,0.13496270775794983,928
565,crowd,parade,3.93,1.05,566,0.42525744438171387,587
566,body,stomach,3.93,1.15,567,0.39877212047576904,533
567,forgive,forget,3.92,1.5,568,0.5836296081542969,427
568,band,parade,3.92,1.74,569,0.3034503161907196,244
569,man,uncle,3.92,1.36,570,0.48318687081336975,766
570,friend,guy,3.88,1.49,571,0.492813378572464,309
571,nerve,brain,3.88,1.74,572,0.5459380149841309,240
572,deliver,carry,3.88,1.44,573,0.586823582649231,410
573,learn,listen,3.88,1.65,574,0.5459396243095398,310
574,hand,thumb,3.88,0.44,575,0.48664307594299316,423
575,arm,bone,3.83,1.94,576,0.3276585042476654,719
576,son,father,3.82,1.75,577,0.8419551253318787,8
577,brow,eye,3.82,1.41,578,0.4562910497188568,484
578,say,participate,3.82,1.3,579,0.2975158989429474,516
579,bone,ankle,3.82,0.69,580,0.43809789419174194,776
580,box,booth,3.8,1.38,581,0.39289313554763794,598
581,guitar,drum,3.78,1.72,582,0.4248541593551636,461
582,bone,elbow,3.78,1.58,583,0.4676920175552368,534
583,yard,inch,3.78,1.4,584,0.3665139079093933,648
584,beach,reef,3.77,1.85,585,0.5367891788482666,322
585,go,send,3.75,0.77,586,0.6140633821487427,393
586,cereal,wheat,3.75,1.72,587,0.5025850534439087,189
587,mountain,ledge,3.73,1.21,588,0.48879870772361755,779
588,accept,forgive,3.73,1.75,589,0.5539533495903015,295
589,chicken,steak,3.73,1.39,590,0.719282329082489,126
590,door,corridor,3.73,1.11,591,0.29644206166267395,66
591,nose,mouth,3.73,1.5,592,0.6552538871765137,416
592,fee,salary,3.72,1.26,593,0.4999803900718689,627
593,ask,pray,3.72,1.63,594,0.4675605893135071,549
594,dinner,soup,3.72,1.89,595,0.4186933934688568,318
595,assume,pretend,3.72,1.15,596,0.5383884906768799,462
596,arm,muscle,3.72,0.83,597,0.37778306007385254,400
597,word,dictionary,3.68,1.56,598,0.41522884368896484,553
598,plane,airport,3.65,1.07,599,0.5617188811302185,326
599,arm,vein,3.65,1.62,600,0.1965998262166977,245
600,gun,knife,3.65,1.03,601,0.6253648400306702,283
601,give,put,3.65,1.47,602,0.5353425145149231,991
602,muscle,bone,3.65,1.68,603,0.5836172103881836,892
603,employer,employee,3.65,0.95,604,0.5642762184143066,280
604,medium,news,3.65,1.3,605,0.01273114699870348,171
605,telephone,booth,3.63,1.1,606,0.2458476573228836,576
606,air,helium,3.63,1.59,607,0.40576550364494324,2
607,north,west,3.63,1.6,608,0.9225972294807434,848
608,menu,order,3.62,1.42,609,0.08828108757734299,748
609,go,allow,3.62,1.53,610,0.31261107325553894,955
610,father,god,3.57,1.31,611,0.35259804129600525,804
611,sick,crazy,3.57,0.95,612,0.3649633526802063,307
612,arm,wrist,3.57,1.33,613,0.546423077583313,896
613,guy,partner,3.57,1.24,614,0.19522938132286072,679
614,leave,wander,3.57,1.33,615,0.3608536720275879,658
615,long,narrow,3.57,1.62,616,0.27644848823547363,651
616,root,grass,3.55,1.35,617,0.22256501019001007,57
617,dad,mother,3.55,1.44,618,0.7282255291938782,635
618,idea,image,3.55,1.47,619,0.37380868196487427,838
619,nail,thumb,3.55,1.16,620,0.25267842411994934,927
620,communicate,pray,3.55,1.38,621,0.35332733392715454,873
621,eye,tear,3.55,1.48,622,0.13577762246131897,678
622,bed,chair,3.5,1.26,623,0.4138445556163788,556
623,decade,century,3.48,1.36,624,0.6841310262680054,6
624,seed,mustard,3.48,0.59,625,0.27493950724601746,93
625,brother,son,3.48,1.61,626,0.8499183058738708,808
626,car,bicycle,3.47,1.68,627,0.7077075242996216,74
627,money,diamond,3.42,1.37,628,0.15014173090457916,811
628,bed,couch,3.42,1.85,629,0.6117656826972961,720
629,lady,gentleman,3.42,1.08,630,0.4415743947029114,191
630,nail,hand,3.42,1.14,631,0.32740554213523865,857
631,shoulder,head,3.42,1.14,632,0.2730298638343811,920
632,game,fun,3.42,2.07,633,0.2390037328004837,510
633,car,highway,3.4,1.77,634,0.41739508509635925,121
634,bathroom,bedroom,3.4,1.73,635,0.752813994884491,636
635,blood,marrow,3.4,1.17,636,0.3725576400756836,550
636,bed,bedroom,3.4,1.25,637,0.6571800708770752,42
637,guy,girl,3.33,1.9,638,0.5366408824920654,169
638,bread,flour,3.33,1.25,639,0.7545716166496277,5
639,room,bath,3.33,0.49,640,0.47245922684669495,323
640,woman,man,3.33,1.42,641,0.8589165806770325,40
641,trial,verdict,3.33,1.18,642,0.4644937515258789,471
642,apartment,hotel,3.33,1.18,643,0.6286320090293884,575
643,window,door,3.33,1.6,644,0.6412153840065002,452
644,finger,palm,3.33,1.5,645,0.31059569120407104,49
645,curve,angle,3.33,1.51,646,0.4058932065963745,147
646,dinner,breakfast,3.33,1.72,647,0.73940509557724,736
647,fail,discourage,3.33,1.2,648,0.32109689712524414,754
648,bee,queen,3.27,1.2,649,0.2994329631328583,286
649,clothes,closet,3.27,1.29,650,0.43172770738601685,527
650,king,princess,3.27,1.7,651,0.5599055886268616,773
651,target,arrow,3.25,1.74,652,0.1783953458070755,904
652,man,sentry,3.25,1.22,653,0.2912217676639557,788
653,winner,goal,3.23,1.67,654,0.3722575604915619,638
654,disc,computer,3.2,0.44,655,0.3911471366882324,603
655,pursue,persuade,3.17,1.39,656,0.4160095155239105,100
656,cup,cone,3.17,1.13,657,0.2794724404811859,859
657,groom,bride,3.17,0.68,658,0.6801523566246033,797
658,chemistry,theory,3.17,1.4,659,0.3511870205402374,552
659,strong,proud,3.17,1.46,660,0.2381422221660614,682
660,elbow,ankle,3.13,1.48,661,0.8392555713653564,10
661,men,fraternity,3.13,1.11,662,0.16339369118213654,815
662,body,nerve,3.13,1.12,663,0.26976537704467773,912
663,confidence,self,3.12,1.24,664,0.1570122092962265,807
664,college,profession,3.12,1.41,665,0.27498680353164673,915
665,loop,belt,3.1,1.74,666,0.2612927258014679,235
666,bathroom,kitchen,3.1,1.22,667,0.7447459697723389,777
667,aunt,nephew,3.1,1.31,668,0.6757374405860901,103
668,tongue,throat,3.1,1.31,669,0.5887666940689087,825
669,atom,carbon,3.1,0.93,670,0.29734134674072266,46
670,forget,ignore,3.07,1.25,671,0.5774961113929749,252
671,molecule,air,3.05,1.84,672,0.11263365298509598,690
672,animal,person,3.05,1.38,673,0.3459915816783905,940
673,page,paragraph,3.03,1.37,674,0.3418750464916229,830
674,rod,curtain,3.03,0.39,675,0.258367657661438,697
675,horse,ox,3.02,1.18,676,0.43525177240371704,200
676,mother,wife,3.02,1.62,677,0.7847703099250793,600
677,clothes,drawer,3.02,1.49,678,0.37752673029899597,520
678,bed,blanket,3.02,1.48,679,0.3923019468784332,628
679,speak,hear,3.02,0.76,680,0.6066067218780518,29
680,put,hang,3.0,1.49,681,0.5124915242195129,866
681,danger,disease,3.0,0.44,682,0.23079843819141388,373
682,child,adult,2.98,1.48,683,0.49520784616470337,409
683,please,plead,2.98,1.18,684,0.02116510085761547,988
684,diet,salad,2.98,1.6,685,0.35864248871803284,664
685,bring,send,2.97,0.88,686,0.699654757976532,622
686,absorb,withdraw,2.97,1.75,687,0.3804459869861603,81
687,church,choir,2.95,1.43,688,0.5241266489028931,513
688,night,dawn,2.95,1.53,689,0.4400206506252289,347
689,cow,goat,2.93,0.59,690,0.6554224491119385,123
690,girl,maid,2.93,0.9,691,0.4835556447505951,425
691,word,page,2.92,0.99,692,0.2749235928058624,809
692,leg,arm,2.88,0.79,693,0.549586832523346,764
693,body,shoulder,2.88,1.47,694,0.3039518892765045,302
694,apple,juice,2.88,1.65,695,0.520504891872406,742
695,wood,paper,2.88,1.55,696,0.31679144501686096,358
696,join,acquire,2.85,0.99,697,0.44745513796806335,499
697,dinner,chicken,2.85,1.5,698,0.31531718373298645,745
698,bride,princess,2.8,0.92,699,0.5970785021781921,567
699,throat,nose,2.8,1.12,700,0.6399977803230286,214
700,bar,cage,2.8,0.51,701,0.40774840116500854,149
701,bee,ant,2.78,1.04,702,0.5782763361930847,251
702,winner,candidate,2.78,1.29,703,0.3873039186000824,611
703,accept,recommend,2.75,1.01,704,0.5241643190383911,346
704,car,factory,2.75,1.43,705,0.3595004379749298,660
705,arm,knee,2.75,0.59,706,0.4214768409729004,543
706,rice,bean,2.72,1.27,707,0.5786652565002441,249
707,liver,lung,2.7,1.38,708,0.750142514705658,469
708,multiply,add,2.7,1.8,709,0.46572986245155334,44
709,horn,drum,2.68,0.47,710,0.34877458214759827,686
710,hat,coat,2.67,1.76,711,0.5647618174552917,278
711,wagon,container,2.65,0.85,712,0.316005676984787,744
712,modest,ashamed,2.65,1.0,713,-0.03496944159269333,994
713,kill,defend,2.63,0.85,714,0.5021654963493347,763
714,bottom,side,2.63,1.51,715,0.3723563551902771,396
715,become,seem,2.63,1.79,716,0.30398452281951904,637
716,roof,floor,2.62,1.66,717,0.5969956517219543,340
717,wall,decoration,2.62,0.89,718,0.28032270073890686,805
718,bring,restore,2.62,0.74,719,0.5271021723747253,528
719,father,daughter,2.62,1.69,720,0.760708212852478,849
720,try,think,2.62,1.45,721,0.275816410779953,39
721,friend,teacher,2.62,1.29,722,0.4308479428291321,215
722,borrow,beg,2.62,1.89,723,0.2451276332139969,796
723,ball,cannon,2.58,1.82,724,0.2718479633331299,817
724,home,state,2.58,1.6,725,0.08267457783222198,965
725,book,theme,2.58,0.81,726,0.2685776650905609,813
726,motor,boat,2.57,1.45,727,0.2595592439174652,724
727,car,horn,2.57,0.79,728,0.32609251141548157,828
728,comprehend,satisfy,2.55,1.0,729,0.47060319781303406,456
729,word,clue,2.53,1.65,730,0.37619420886039734,304
730,leave,remain,2.53,1.36,731,0.5489177703857422,629
731,pot,appliance,2.53,1.26,732,0.15451361238956451,177
732,friend,mother,2.53,1.54,733,0.6224782466888428,430
733,bone,neck,2.53,1.05,734,0.48292720317840576,917
734,word,newspaper,2.47,0.94,735,0.08638545870780945,386
735,take,leave,2.47,0.8,736,0.5057429671287537,14
736,rough,frigid,2.47,1.37,737,0.4143681824207306,969
737,sunset,sunrise,2.47,1.12,738,0.8162813186645508,554
738,head,nail,2.47,1.4,739,0.07594036310911179,961
739,pact,condition,2.45,1.59,740,0.09050758183002472,954
740,ceiling,cathedral,2.42,1.57,741,0.3019258379936218,770
741,go,come,2.42,1.51,742,0.6937723755836487,88
742,come,bring,2.42,1.03,743,0.6350574493408203,157
743,fragile,frigid,2.38,0.84,744,0.19645914435386658,492
744,dog,horse,2.38,1.39,745,0.6181672215461731,25
745,happiness,luck,2.38,1.2,746,0.31875109672546387,184
746,street,car,2.38,1.16,747,0.3423313796520233,893
747,hound,fox,2.38,1.36,748,0.5555890202522278,694
748,winter,summer,2.38,0.47,749,0.7929882407188416,291
749,tax,income,2.38,1.15,750,0.45187538862228394,739
750,cat,rabbit,2.37,1.67,751,0.6997285485267639,80
751,boat,car,2.37,1.17,752,0.5680756568908691,271
752,meat,sandwich,2.35,1.69,753,0.48852866888046265,227
753,room,bed,2.35,1.31,754,0.592295229434967,741
754,stomach,vein,2.35,1.2,755,0.3170391917228699,829
755,arithmetic,rhythm,2.35,2.08,756,0.2586193084716797,418
756,ball,costume,2.32,1.02,757,0.15427415072917938,918
757,owe,lend,2.32,0.82,758,0.4371521770954132,517
758,game,trick,2.32,1.02,759,0.36995747685432434,640
759,add,divide,2.3,1.25,760,0.25187188386917114,837
760,clothes,button,2.3,1.44,761,0.16860675811767578,910
761,foot,head,2.3,0.62,762,0.25427520275115967,50
762,wife,husband,2.3,0.84,763,0.7377903461456299,840
763,chocolate,pie,2.27,1.79,764,0.5294510722160339,102
764,sun,sky,2.27,1.67,765,0.6777204275131226,334
765,keep,borrow,2.25,1.29,766,0.43519583344459534,521
766,boat,anchor,2.25,1.1,767,0.1869998276233673,899
767,give,borrow,2.22,1.63,768,0.38846370577812195,681
768,adult,baby,2.22,0.39,769,0.35178807377815247,609
769,bell,door,2.2,1.46,770,0.39049452543258667,934
770,south,north,2.2,0.59,771,0.9684369564056396,1
771,people,party,2.2,1.42,772,0.12334579974412918,605
772,boy,soldier,2.15,1.51,773,0.5944157838821411,221
773,money,pearl,2.1,1.94,774,0.12286916375160217,935
774,nurse,scientist,2.08,1.06,775,0.3567461669445038,383
775,apple,candy,2.08,0.75,776,0.5066779851913452,673
776,area,corner,2.07,1.41,777,0.3968985080718994,440
777,book,topic,2.07,1.22,778,0.29201939702033997,593
778,strange,sly,2.07,0.51,779,0.47940418124198914,786
779,spoon,cup,2.02,0.9,780,0.5257182121276855,342
780,happy,young,2.0,0.47,781,0.23794668912887573,860
781,classroom,hallway,2.0,1.23,782,0.5223502516746521,350
782,woman,secretary,1.98,1.6,783,0.05743373930454254,979
783,get,put,1.98,1.33,784,0.4981503486633301,405
784,fun,football,1.97,1.43,785,0.27754756808280945,700
785,door,cellar,1.97,1.47,786,0.3410666882991791,439
786,sly,strange,1.97,1.07,787,0.47940418124198914,800
787,card,bridge,1.97,1.69,788,0.08676093816757202,959
788,bread,cheese,1.95,1.52,789,0.7348240613937378,54
789,student,professor,1.95,1.13,790,0.46377795934677124,472
790,boy,partner,1.9,1.54,791,0.09161946922540665,894
791,house,key,1.9,1.09,792,-0.1398228257894516,895
792,tower,bell,1.9,1.41,793,0.34381574392318726,951
793,bar,jail,1.9,1.12,794,0.19577094912528992,999
794,top,side,1.9,1.29,795,0.24134890735149384,852
795,man,victor,1.9,1.67,796,0.196187362074852,693
796,lawyer,banker,1.88,1.18,797,0.46731677651405334,165
797,night,day,1.88,1.17,798,0.6298749446868896,464
798,require,inquire,1.82,1.06,799,0.25742587447166443,832
799,god,devil,1.8,1.1,800,0.5126075148582458,371
800,organize,become,1.77,1.86,801,0.26177191734313965,824
801,borrow,want,1.77,1.22,802,0.1570509523153305,914
802,formula,log,1.77,1.51,803,0.04666197672486305,983
803,dog,cat,1.75,1.3,804,0.8159884810447693,267
804,multiply,divide,1.75,1.32,805,0.24877700209617615,225
805,ball,glove,1.75,1.27,806,0.5930196046829224,844
806,accept,deny,1.75,1.41,807,0.5709108114242554,15
807,floor,ceiling,1.73,0.97,808,0.49982500076293945,402
808,borrow,sell,1.73,1.21,809,0.5892130732536316,233
809,door,kitchen,1.67,0.44,810,0.44257795810699463,559
810,door,floor,1.67,0.39,811,0.4123927354812622,508
811,send,attend,1.67,1.44,812,0.48011747002601624,136
812,meat,bread,1.67,1.62,813,0.5927591919898987,907
813,ball,basket,1.67,1.08,814,0.4721153974533081,634
814,birthday,year,1.67,1.69,815,0.1732712984085083,226
815,river,valley,1.67,1.23,816,0.6467512249946594,434
816,hose,garden,1.67,1.1,817,0.37440934777259827,454
817,dirty,cheap,1.6,1.1,818,0.3912939131259918,558
818,destroy,make,1.6,1.72,819,0.4744856357574463,588
819,lemon,tea,1.6,1.33,820,0.41252511739730835,547
820,author,reader,1.6,1.47,821,0.30946269631385803,339
821,restless,young,1.6,0.85,822,0.4199184775352478,447
822,get,remain,1.6,1.68,823,0.3980283737182617,755
823,sinner,saint,1.6,1.39,824,0.5280073285102844,602
824,accept,deliver,1.58,1.37,825,0.5281598567962646,338
825,old,new,1.58,0.41,826,0.10992105305194855,70
826,arm,neck,1.58,0.72,827,0.5222830772399902,351
827,beauty,age,1.58,1.54,828,0.1214967742562294,938
828,encourage,discourage,1.58,1.55,829,0.7137731313705444,942
829,alley,bowl,1.53,0.51,830,0.23969773948192596,853
830,ignorance,intelligence,1.5,1.3,831,0.2002471685409546,891
831,receive,give,1.47,1.19,832,0.6463000774383545,137
832,mad,glad,1.45,1.17,833,0.27846601605415344,799
833,argument,agreement,1.45,1.36,834,0.34182578325271606,698
834,disorganize,organize,1.45,1.3,835,0.1275162249803543,931
835,give,deny,1.43,1.36,836,0.4832916557788849,426
836,hip,lip,1.43,1.45,837,0.34957370162010193,685
837,chicken,rice,1.43,1.47,838,0.5715873837471008,266
838,apple,sauce,1.43,2.11,839,0.5753241181373596,255
839,reality,illusion,1.42,1.36,840,0.36117541790008545,657
840,house,carpet,1.38,1.44,841,0.2559233009815216,377
841,biography,fiction,1.38,1.24,842,0.5118933320045471,834
842,hard,simple,1.38,1.03,843,0.35823482275009155,666
843,breathe,choke,1.37,2.02,844,0.3590583801269531,662
844,arrive,leave,1.33,1.48,845,0.6002185344696045,209
845,box,elevator,1.32,1.28,846,0.26004746556282043,827
846,box,hat,1.3,1.15,847,0.35388728976249695,333
847,water,salt,1.3,0.94,848,0.5300900340080261,677
848,begin,quit,1.28,1.53,849,0.3699726164340973,639
849,apartment,furniture,1.28,1.72,850,0.3634229302406311,655
850,happy,angry,1.28,1.41,851,0.3574133515357971,671
851,wealth,poverty,1.27,1.47,852,0.33482274413108826,709
852,box,cigar,1.25,1.89,853,0.31523454189300537,746
853,oil,mink,1.23,1.53,854,0.14649735391139984,884
854,short,long,1.23,1.58,855,0.4060382544994354,574
855,god,prey,1.23,1.73,856,0.21147990226745605,924
856,bacon,bean,1.22,0.92,857,0.6335527300834656,161
857,butter,potato,1.22,1.19,858,0.593333899974823,224
858,forget,learn,1.18,1.65,859,0.5880054235458374,794
859,diet,apple,1.18,1.56,860,0.29057425260543823,381
860,honest,guilty,1.18,1.68,861,0.06158609688282013,789
861,narrow,broad,1.18,1.18,862,0.5076254606246948,975
862,gun,dawn,1.18,1.57,863,0.09560461342334747,948
863,portray,decide,1.18,1.37,864,0.28464239835739136,238
864,great,awful,1.17,1.53,865,0.34085628390312195,331
865,do,quit,1.17,1.81,866,0.3017144203186035,771
866,dumb,clever,1.17,1.3,867,0.5319242477416992,701
867,steal,buy,1.13,0.95,868,0.564203679561615,953
868,salad,vinegar,1.13,1.65,869,0.6454347372055054,973
869,school,law,1.13,1.49,870,0.06850343197584152,281
870,car,gauge,1.13,1.47,871,0.09054785221815109,140
871,mouse,cat,1.12,1.02,872,0.580361008644104,613
872,easy,big,1.12,1.22,873,0.3864785432815552,247
873,different,normal,1.08,1.75,874,0.36868664622306824,996
874,jail,choice,1.08,1.08,875,-0.048171889036893845,950
875,winner,presence,1.08,1.12,876,0.09357362240552902,839
876,send,receive,1.08,1.53,877,0.596185028553009,218
877,heart,surgery,1.08,1.07,878,0.2523811459541321,643
878,ignore,ask,1.07,1.27,879,0.5096035003662109,379
879,lose,keep,1.05,1.57,880,0.47233206033706665,453
880,keep,give,1.05,1.03,881,0.5286419987678528,337
881,agree,differ,1.05,1.53,882,0.36258965730667114,656
882,reality,fantasy,1.03,0.89,883,0.422429621219635,531
883,car,elevator,1.03,1.19,884,0.4265091121196747,413
884,denial,confession,1.03,1.64,885,0.3843916058540344,616
885,wide,narrow,1.03,0.58,886,0.48998185992240906,541
886,modest,flexible,0.98,1.89,887,0.3198378384113312,702
887,bring,complain,0.98,1.57,888,0.3408532738685608,902
888,choice,vein,0.98,1.11,889,0.12221048772335052,843
889,meal,waist,0.98,1.58,890,0.18177010118961334,937
890,destruction,construction,0.98,1.69,891,0.25036266446113586,737
891,arrange,require,0.98,1.72,892,0.32472363114356995,728
892,go,sell,0.97,0.9,893,0.5098087191581726,691
893,brother,soul,0.97,1.18,894,0.27096396684646606,378
894,leave,appear,0.97,1.45,895,0.34548866748809814,814
895,sad,funny,0.95,1.28,896,0.6336889266967773,672
896,car,bridge,0.95,1.2,897,0.3572784662246704,110
897,happy,mad,0.95,1.4,898,0.35398200154304504,159
898,hard,easy,0.95,0.93,899,0.6701899766921997,676
899,leave,enter,0.95,1.91,900,0.6294150352478027,168
900,forget,know,0.92,1.6,901,0.697731614112854,287
901,bed,hospital,0.92,1.35,902,0.4162161350250244,551
902,destroy,construct,0.92,1.78,903,0.5576525926589966,83
903,couch,baseball,0.88,1.32,904,0.1124458983540535,612
904,give,know,0.88,1.12,905,0.3864895701408386,872
905,fraternity,baseball,0.88,0.98,906,0.22440531849861145,941
906,old,fresh,0.87,1.64,907,0.07310567051172256,713
907,difficult,simple,0.87,0.44,908,0.332448810338974,566
908,remind,forget,0.87,1.56,909,0.6383602619171143,153
909,car,hose,0.87,0.78,910,0.40795043110847473,972
910,succeed,fail,0.83,1.44,911,0.4517558813095093,51
911,accept,reject,0.83,1.28,912,0.7376407384872437,493
912,portray,notify,0.78,1.17,913,0.2750155031681061,963
913,pupil,president,0.78,1.28,914,0.08536089211702347,806
914,lose,get,0.77,1.33,915,0.5676281452178955,273
915,find,disappear,0.77,1.04,916,0.3846805691719055,615
916,agree,argue,0.77,1.68,917,0.6502758264541626,132
917,dumb,intelligent,0.75,1.5,918,0.39182883501052856,601
918,modern,ancient,0.73,0.71,919,0.5486981868743896,305
919,weird,normal,0.72,1.15,920,0.31950274109840393,738
920,bottom,top,0.7,1.16,921,0.44049033522605896,512
921,worker,camera,0.68,1.21,922,0.05353694409132004,856
922,fraternity,door,0.68,0.94,923,0.10939814895391464,998
923,hymn,conquest,0.68,0.88,924,0.239285409450531,978
924,task,woman,0.68,0.34,925,0.05755196884274483,926
925,task,straw,0.68,1.53,926,0.02962689846754074,981
926,enter,owe,0.68,1.67,927,0.1864437460899353,944
927,hole,wife,0.68,1.18,928,0.06517490744590759,943
928,people,gun,0.68,1.47,929,0.14183901250362396,974
929,liquor,band,0.68,0.91,930,0.10732778906822205,987
930,pollution,president,0.68,1.6,931,-0.1381724625825882,900
931,nice,cruel,0.67,1.53,932,0.29204630851745605,784
932,bad,terrific,0.65,1.43,933,0.42146939039230347,544
933,unnecessary,necessary,0.63,0.61,934,0.48703932762145996,757
934,create,destroy,0.63,1.1,935,0.5749184489250183,422
935,forget,retain,0.63,1.68,936,0.3077320456504822,257
936,tiny,huge,0.6,0.59,937,0.4617379307746887,476
937,sharp,dull,0.6,1.39,938,0.21904821693897247,875
938,sly,tough,0.58,1.01,939,0.2039804607629776,160
939,bath,trick,0.58,1.28,940,0.23669317364692688,802
940,cent,wife,0.58,1.7,941,-0.0034614659380167723,913
941,course,stomach,0.58,0.87,942,0.16222241520881653,993
942,apple,sunshine,0.58,1.2,943,0.27685967087745667,862
943,easy,difficult,0.58,0.36,944,0.6336299777030945,881
944,woman,fur,0.58,0.99,945,0.21605925261974335,888
945,smart,dumb,0.55,0.47,946,0.534090518951416,219
946,spend,save,0.55,1.06,947,0.567696750164032,272
947,dull,funny,0.55,1.76,948,0.5958321690559387,329
948,easy,tough,0.52,1.87,949,0.4565925598144531,483
949,give,steal,0.5,0.62,950,0.42538982629776,532
